
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Class,Collection,Image,Time,
Class Duration,299.952,299.952,299.952,0.000,299.952,299.952,299.952,299.952,1,s,Surface,,Set 1::Class B,,,43,
Class Duration,299.952,299.952,299.952,0.000,299.952,299.952,299.952,299.952,1,s,Surface,,Set 1::Class B,,,44,
Class Duration,299.952,299.952,299.952,0.000,299.952,299.952,299.952,299.952,1,s,Surface,,Set 1::Class B,,,45,
Class Duration,299.952,299.952,299.952,0.000,299.952,299.952,299.952,299.952,1,s,Surface,,Set 1::Class B,,,46,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,34,
Displacement Delta Length,1.065,1.065,1.065,0.000,1.065,1.065,1.065,1.065,1,µm,Surface,,,,,35,
Displacement Delta Length,0.739,0.739,0.739,0.000,0.739,0.739,0.739,0.739,1,µm,Surface,,,,,36,
Displacement Delta Length,0.725,0.725,0.725,0.000,0.725,0.725,0.725,0.725,1,µm,Surface,,,,,37,
Displacement Delta Length,0.852,0.852,0.852,0.000,0.852,0.852,0.852,0.852,1,µm,Surface,,,,,38,
Displacement Delta Length,0.662,0.662,0.662,0.000,0.662,0.662,0.662,0.662,1,µm,Surface,,,,,39,
Displacement Delta Length,0.500,0.500,0.500,0.000,0.500,0.500,0.500,0.500,1,µm,Surface,,,,,40,
Displacement Delta Length,1.147,1.147,1.147,0.000,1.147,1.147,1.147,1.147,1,µm,Surface,,,,,41,
Displacement Delta Length,1.093,1.093,1.093,0.000,1.093,1.093,1.093,1.093,1,µm,Surface,,,,,42,
Displacement Delta Length,1.528,1.528,1.528,0.000,1.528,1.528,1.528,1.528,1,µm,Surface,,,,,43,
Displacement Delta Length,1.871,1.871,1.871,0.000,1.871,1.871,1.871,1.871,1,µm,Surface,,,,,44,
Displacement Delta Length,1.233,1.233,1.233,0.000,1.233,1.233,1.233,1.233,1,µm,Surface,,,,,45,
Displacement Delta Length,1.073,1.073,1.073,0.000,1.073,1.073,1.073,1.073,1,µm,Surface,,,,,46,
Displacement Delta X,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,Displacement Delta,,34,
Displacement Delta X,1.053,1.053,1.053,0.000,1.053,1.053,1.053,1.053,1,µm,Surface,,,Displacement Delta,,35,
Displacement Delta X,0.469,0.469,0.469,0.000,0.469,0.469,0.469,0.469,1,µm,Surface,,,Displacement Delta,,36,
Displacement Delta X,0.138,0.138,0.138,0.000,0.138,0.138,0.138,0.138,1,µm,Surface,,,Displacement Delta,,37,
Displacement Delta X,-0.307,-0.307,-0.307,0.000,-0.307,-0.307,-0.307,-0.307,1,µm,Surface,,,Displacement Delta,,38,
Displacement Delta X,-0.404,-0.404,-0.404,0.000,-0.404,-0.404,-0.404,-0.404,1,µm,Surface,,,Displacement Delta,,39,
Displacement Delta X,0.361,0.361,0.361,0.000,0.361,0.361,0.361,0.361,1,µm,Surface,,,Displacement Delta,,40,
Displacement Delta X,0.468,0.468,0.468,0.000,0.468,0.468,0.468,0.468,1,µm,Surface,,,Displacement Delta,,41,
Displacement Delta X,0.935,0.935,0.935,0.000,0.935,0.935,0.935,0.935,1,µm,Surface,,,Displacement Delta,,42,
Displacement Delta X,-0.128,-0.128,-0.128,0.000,-0.128,-0.128,-0.128,-0.128,1,µm,Surface,,,Displacement Delta,,43,
Displacement Delta X,-1.007,-1.007,-1.007,0.000,-1.007,-1.007,-1.007,-1.007,1,µm,Surface,,,Displacement Delta,,44,
Displacement Delta X,0.274,0.274,0.274,0.000,0.274,0.274,0.274,0.274,1,µm,Surface,,,Displacement Delta,,45,
Displacement Delta X,-0.390,-0.390,-0.390,0.000,-0.390,-0.390,-0.390,-0.390,1,µm,Surface,,,Displacement Delta,,46,
Displacement Delta Y,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,Displacement Delta,,34,
Displacement Delta Y,0.141,0.141,0.141,0.000,0.141,0.141,0.141,0.141,1,µm,Surface,,,Displacement Delta,,35,
Displacement Delta Y,-0.448,-0.448,-0.448,0.000,-0.448,-0.448,-0.448,-0.448,1,µm,Surface,,,Displacement Delta,,36,
Displacement Delta Y,-0.314,-0.314,-0.314,0.000,-0.314,-0.314,-0.314,-0.314,1,µm,Surface,,,Displacement Delta,,37,
Displacement Delta Y,-0.753,-0.753,-0.753,0.000,-0.753,-0.753,-0.753,-0.753,1,µm,Surface,,,Displacement Delta,,38,
Displacement Delta Y,-0.193,-0.193,-0.193,0.000,-0.193,-0.193,-0.193,-0.193,1,µm,Surface,,,Displacement Delta,,39,
Displacement Delta Y,-0.185,-0.185,-0.185,0.000,-0.185,-0.185,-0.185,-0.185,1,µm,Surface,,,Displacement Delta,,40,
Displacement Delta Y,-0.541,-0.541,-0.541,0.000,-0.541,-0.541,-0.541,-0.541,1,µm,Surface,,,Displacement Delta,,41,
Displacement Delta Y,-0.554,-0.554,-0.554,0.000,-0.554,-0.554,-0.554,-0.554,1,µm,Surface,,,Displacement Delta,,42,
Displacement Delta Y,-0.026,-0.026,-0.026,0.000,-0.026,-0.026,-0.026,-0.026,1,µm,Surface,,,Displacement Delta,,43,
Displacement Delta Y,-0.128,-0.128,-0.128,0.000,-0.128,-0.128,-0.128,-0.128,1,µm,Surface,,,Displacement Delta,,44,
Displacement Delta Y,-0.560,-0.560,-0.560,0.000,-0.560,-0.560,-0.560,-0.560,1,µm,Surface,,,Displacement Delta,,45,
Displacement Delta Y,0.578,0.578,0.578,0.000,0.578,0.578,0.578,0.578,1,µm,Surface,,,Displacement Delta,,46,
Displacement Delta Z,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,Displacement Delta,,34,
Displacement Delta Z,0.081,0.081,0.081,0.000,0.081,0.081,0.081,0.081,1,µm,Surface,,,Displacement Delta,,35,
Displacement Delta Z,-0.354,-0.354,-0.354,0.000,-0.354,-0.354,-0.354,-0.354,1,µm,Surface,,,Displacement Delta,,36,
Displacement Delta Z,-0.639,-0.639,-0.639,0.000,-0.639,-0.639,-0.639,-0.639,1,µm,Surface,,,Displacement Delta,,37,
Displacement Delta Z,-0.257,-0.257,-0.257,0.000,-0.257,-0.257,-0.257,-0.257,1,µm,Surface,,,Displacement Delta,,38,
Displacement Delta Z,0.488,0.488,0.488,0.000,0.488,0.488,0.488,0.488,1,µm,Surface,,,Displacement Delta,,39,
Displacement Delta Z,0.291,0.291,0.291,0.000,0.291,0.291,0.291,0.291,1,µm,Surface,,,Displacement Delta,,40,
Displacement Delta Z,0.896,0.896,0.896,0.000,0.896,0.896,0.896,0.896,1,µm,Surface,,,Displacement Delta,,41,
Displacement Delta Z,-0.118,-0.118,-0.118,0.000,-0.118,-0.118,-0.118,-0.118,1,µm,Surface,,,Displacement Delta,,42,
Displacement Delta Z,1.522,1.522,1.522,0.000,1.522,1.522,1.522,1.522,1,µm,Surface,,,Displacement Delta,,43,
Displacement Delta Z,1.571,1.571,1.571,0.000,1.571,1.571,1.571,1.571,1,µm,Surface,,,Displacement Delta,,44,
Displacement Delta Z,1.064,1.064,1.064,0.000,1.064,1.064,1.064,1.064,1,µm,Surface,,,Displacement Delta,,45,
Displacement Delta Z,0.815,0.815,0.815,0.000,0.815,0.815,0.815,0.815,1,µm,Surface,,,Displacement Delta,,46,
Displacement Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,34,
Displacement Length,1.065,1.065,1.065,0.000,1.065,1.065,1.065,1.065,1,µm,Surface,,,,,35,
Displacement Length,1.576,1.576,1.576,0.000,1.576,1.576,1.576,1.576,1,µm,Surface,,,,,36,
Displacement Length,1.993,1.993,1.993,0.000,1.993,1.993,1.993,1.993,1,µm,Surface,,,,,37,
Displacement Length,2.255,2.255,2.255,0.000,2.255,2.255,2.255,2.255,1,µm,Surface,,,,,38,
Displacement Length,1.955,1.955,1.955,0.000,1.955,1.955,1.955,1.955,1,µm,Surface,,,,,39,
Displacement Length,2.223,2.223,2.223,0.000,2.223,2.223,2.223,2.223,1,µm,Surface,,,,,40,
Displacement Length,2.947,2.947,2.947,0.000,2.947,2.947,2.947,2.947,1,µm,Surface,,,,,41,
Displacement Length,3.952,3.952,3.952,0.000,3.952,3.952,3.952,3.952,1,µm,Surface,,,,,42,
Displacement Length,4.312,4.312,4.312,0.000,4.312,4.312,4.312,4.312,1,µm,Surface,,,,,43,
Displacement Length,4.861,4.861,4.861,0.000,4.861,4.861,4.861,4.861,1,µm,Surface,,,,,44,
Displacement Length,6.066,6.066,6.066,0.000,6.066,6.066,6.066,6.066,1,µm,Surface,,,,,45,
Displacement Length,6.309,6.309,6.309,0.000,6.309,6.309,6.309,6.309,1,µm,Surface,,,,,46,
Distance from Origin,11287.356,11287.356,11287.356,0.000,11287.356,11287.356,11287.356,11287.356,1,µm,Surface,,,Distance from Origin,,34,
Distance from Origin,11286.834,11286.834,11286.834,0.000,11286.834,11286.834,11286.834,11286.834,1,µm,Surface,,,Distance from Origin,,35,
Distance from Origin,11286.186,11286.186,11286.186,0.000,11286.186,11286.186,11286.186,11286.186,1,µm,Surface,,,Distance from Origin,,36,
Distance from Origin,11285.538,11285.538,11285.538,0.000,11285.538,11285.538,11285.538,11285.538,1,µm,Surface,,,Distance from Origin,,37,
Distance from Origin,11285.353,11285.353,11285.353,0.000,11285.353,11285.353,11285.353,11285.353,1,µm,Surface,,,Distance from Origin,,38,
Distance from Origin,11285.929,11285.929,11285.929,0.000,11285.929,11285.929,11285.929,11285.929,1,µm,Surface,,,Distance from Origin,,39,
Distance from Origin,11285.904,11285.904,11285.904,0.000,11285.904,11285.904,11285.904,11285.904,1,µm,Surface,,,Distance from Origin,,40,
Distance from Origin,11286.214,11286.214,11286.214,0.000,11286.214,11286.214,11286.214,11286.214,1,µm,Surface,,,Distance from Origin,,41,
Distance from Origin,11285.455,11285.455,11285.455,0.000,11285.455,11285.455,11285.455,11285.455,1,µm,Surface,,,Distance from Origin,,42,
Distance from Origin,11286.714,11286.714,11286.714,0.000,11286.714,11286.714,11286.714,11286.714,1,µm,Surface,,,Distance from Origin,,43,
Distance from Origin,11288.503,11288.503,11288.503,0.000,11288.503,11288.503,11288.503,11288.503,1,µm,Surface,,,Distance from Origin,,44,
Distance from Origin,11289.053,11289.053,11289.053,0.000,11289.053,11289.053,11289.053,11289.053,1,µm,Surface,,,Distance from Origin,,45,
Distance from Origin,11290.044,11290.044,11290.044,0.000,11290.044,11290.044,11290.044,11290.044,1,µm,Surface,,,Distance from Origin,,46,
Distance to Image Border XY,10.231,10.231,10.231,0.000,10.231,10.231,10.231,10.231,1,µm,Surface,,,,Image 1,34,
Distance to Image Border XY,10.136,10.136,10.136,0.000,10.136,10.136,10.136,10.136,1,µm,Surface,,,,Image 1,35,
Distance to Image Border XY,9.979,9.979,9.979,0.000,9.979,9.979,9.979,9.979,1,µm,Surface,,,,Image 1,36,
Distance to Image Border XY,9.908,9.908,9.908,0.000,9.908,9.908,9.908,9.908,1,µm,Surface,,,,Image 1,37,
Distance to Image Border XY,9.080,9.080,9.080,0.000,9.080,9.080,9.080,9.080,1,µm,Surface,,,,Image 1,38,
Distance to Image Border XY,9.198,9.198,9.198,0.000,9.198,9.198,9.198,9.198,1,µm,Surface,,,,Image 1,39,
Distance to Image Border XY,9.664,9.664,9.664,0.000,9.664,9.664,9.664,9.664,1,µm,Surface,,,,Image 1,40,
Distance to Image Border XY,10.340,10.340,10.340,0.000,10.340,10.340,10.340,10.340,1,µm,Surface,,,,Image 1,41,
Distance to Image Border XY,9.337,9.337,9.337,0.000,9.337,9.337,9.337,9.337,1,µm,Surface,,,,Image 1,42,
Distance to Image Border XY,10.145,10.145,10.145,0.000,10.145,10.145,10.145,10.145,1,µm,Surface,,,,Image 1,43,
Distance to Image Border XY,10.538,10.538,10.538,0.000,10.538,10.538,10.538,10.538,1,µm,Surface,,,,Image 1,44,
Distance to Image Border XY,9.978,9.978,9.978,0.000,9.978,9.978,9.978,9.978,1,µm,Surface,,,,Image 1,45,
Distance to Image Border XY,10.973,10.973,10.973,0.000,10.973,10.973,10.973,10.973,1,µm,Surface,,,,Image 1,46,
Ellipticity (oblate),0.455,0.455,0.455,0.000,0.455,0.455,0.455,0.455,1,,Surface,,,,,34,
Ellipticity (oblate),0.312,0.312,0.312,0.000,0.312,0.312,0.312,0.312,1,,Surface,,,,,35,
Ellipticity (oblate),0.270,0.270,0.270,0.000,0.270,0.270,0.270,0.270,1,,Surface,,,,,36,
Ellipticity (oblate),0.143,0.143,0.143,0.000,0.143,0.143,0.143,0.143,1,,Surface,,,,,37,
Ellipticity (oblate),0.244,0.244,0.244,0.000,0.244,0.244,0.244,0.244,1,,Surface,,,,,38,
Ellipticity (oblate),0.241,0.241,0.241,0.000,0.241,0.241,0.241,0.241,1,,Surface,,,,,39,
Ellipticity (oblate),0.193,0.193,0.193,0.000,0.193,0.193,0.193,0.193,1,,Surface,,,,,40,
Ellipticity (oblate),0.317,0.317,0.317,0.000,0.317,0.317,0.317,0.317,1,,Surface,,,,,41,
Ellipticity (oblate),0.196,0.196,0.196,0.000,0.196,0.196,0.196,0.196,1,,Surface,,,,,42,
Ellipticity (oblate),0.326,0.326,0.326,0.000,0.326,0.326,0.326,0.326,1,,Surface,,,,,43,
Ellipticity (oblate),0.322,0.322,0.322,0.000,0.322,0.322,0.322,0.322,1,,Surface,,,,,44,
Ellipticity (oblate),0.177,0.177,0.177,0.000,0.177,0.177,0.177,0.177,1,,Surface,,,,,45,
Ellipticity (oblate),0.181,0.181,0.181,0.000,0.181,0.181,0.181,0.181,1,,Surface,,,,,46,
Ellipticity (prolate),0.388,0.388,0.388,0.000,0.388,0.388,0.388,0.388,1,,Surface,,,,,34,
Ellipticity (prolate),0.405,0.405,0.405,0.000,0.405,0.405,0.405,0.405,1,,Surface,,,,,35,
Ellipticity (prolate),0.281,0.281,0.281,0.000,0.281,0.281,0.281,0.281,1,,Surface,,,,,36,
Ellipticity (prolate),0.210,0.210,0.210,0.000,0.210,0.210,0.210,0.210,1,,Surface,,,,,37,
Ellipticity (prolate),0.339,0.339,0.339,0.000,0.339,0.339,0.339,0.339,1,,Surface,,,,,38,
Ellipticity (prolate),0.460,0.460,0.460,0.000,0.460,0.460,0.460,0.460,1,,Surface,,,,,39,
Ellipticity (prolate),0.324,0.324,0.324,0.000,0.324,0.324,0.324,0.324,1,,Surface,,,,,40,
Ellipticity (prolate),0.240,0.240,0.240,0.000,0.240,0.240,0.240,0.240,1,,Surface,,,,,41,
Ellipticity (prolate),0.173,0.173,0.173,0.000,0.173,0.173,0.173,0.173,1,,Surface,,,,,42,
Ellipticity (prolate),0.590,0.590,0.590,0.000,0.590,0.590,0.590,0.590,1,,Surface,,,,,43,
Ellipticity (prolate),0.364,0.364,0.364,0.000,0.364,0.364,0.364,0.364,1,,Surface,,,,,44,
Ellipticity (prolate),0.134,0.134,0.134,0.000,0.134,0.134,0.134,0.134,1,,Surface,,,,,45,
Ellipticity (prolate),0.323,0.323,0.323,0.000,0.323,0.323,0.323,0.323,1,,Surface,,,,,46,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,34,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,35,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,36,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,37,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,38,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,39,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,40,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,41,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,42,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,43,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,44,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,45,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,46,
Intensity Max,231.000,231.000,231.000,0.000,231.000,231.000,231.000,231.000,1,,Surface,1,,,Image 1,34,
Intensity Max,610.000,610.000,610.000,0.000,610.000,610.000,610.000,610.000,1,,Surface,1,,,Image 1,35,
Intensity Max,562.000,562.000,562.000,0.000,562.000,562.000,562.000,562.000,1,,Surface,1,,,Image 1,36,
Intensity Max,296.000,296.000,296.000,0.000,296.000,296.000,296.000,296.000,1,,Surface,1,,,Image 1,37,
Intensity Max,500.000,500.000,500.000,0.000,500.000,500.000,500.000,500.000,1,,Surface,1,,,Image 1,38,
Intensity Max,826.000,826.000,826.000,0.000,826.000,826.000,826.000,826.000,1,,Surface,1,,,Image 1,39,
Intensity Max,1671.000,1671.000,1671.000,0.000,1671.000,1671.000,1671.000,1671.000,1,,Surface,1,,,Image 1,40,
Intensity Max,1138.000,1138.000,1138.000,0.000,1138.000,1138.000,1138.000,1138.000,1,,Surface,1,,,Image 1,41,
Intensity Max,1610.000,1610.000,1610.000,0.000,1610.000,1610.000,1610.000,1610.000,1,,Surface,1,,,Image 1,42,
Intensity Max,1160.000,1160.000,1160.000,0.000,1160.000,1160.000,1160.000,1160.000,1,,Surface,1,,,Image 1,43,
Intensity Max,977.000,977.000,977.000,0.000,977.000,977.000,977.000,977.000,1,,Surface,1,,,Image 1,44,
Intensity Max,1024.000,1024.000,1024.000,0.000,1024.000,1024.000,1024.000,1024.000,1,,Surface,1,,,Image 1,45,
Intensity Max,886.000,886.000,886.000,0.000,886.000,886.000,886.000,886.000,1,,Surface,1,,,Image 1,46,
Intensity Mean,127.327,127.327,127.327,0.000,127.327,127.327,127.327,127.327,1,,Surface,1,,,Image 1,34,
Intensity Mean,131.826,131.826,131.826,0.000,131.826,131.826,131.826,131.826,1,,Surface,1,,,Image 1,35,
Intensity Mean,138.502,138.502,138.502,0.000,138.502,138.502,138.502,138.502,1,,Surface,1,,,Image 1,36,
Intensity Mean,138.378,138.378,138.378,0.000,138.378,138.378,138.378,138.378,1,,Surface,1,,,Image 1,37,
Intensity Mean,138.418,138.418,138.418,0.000,138.418,138.418,138.418,138.418,1,,Surface,1,,,Image 1,38,
Intensity Mean,127.264,127.264,127.264,0.000,127.264,127.264,127.264,127.264,1,,Surface,1,,,Image 1,39,
Intensity Mean,128.779,128.779,128.779,0.000,128.779,128.779,128.779,128.779,1,,Surface,1,,,Image 1,40,
Intensity Mean,125.879,125.879,125.879,0.000,125.879,125.879,125.879,125.879,1,,Surface,1,,,Image 1,41,
Intensity Mean,129.439,129.439,129.439,0.000,129.439,129.439,129.439,129.439,1,,Surface,1,,,Image 1,42,
Intensity Mean,134.491,134.491,134.491,0.000,134.491,134.491,134.491,134.491,1,,Surface,1,,,Image 1,43,
Intensity Mean,145.652,145.652,145.652,0.000,145.652,145.652,145.652,145.652,1,,Surface,1,,,Image 1,44,
Intensity Mean,147.729,147.729,147.729,0.000,147.729,147.729,147.729,147.729,1,,Surface,1,,,Image 1,45,
Intensity Mean,145.010,145.010,145.010,0.000,145.010,145.010,145.010,145.010,1,,Surface,1,,,Image 1,46,
Intensity Median,124.062,124.062,124.062,0.000,124.062,124.062,124.062,124.062,1,,Surface,1,,,Image 1,34,
Intensity Median,128.250,128.250,128.250,0.000,128.250,128.250,128.250,128.250,1,,Surface,1,,,Image 1,35,
Intensity Median,135.125,135.125,135.125,0.000,135.125,135.125,135.125,135.125,1,,Surface,1,,,Image 1,36,
Intensity Median,136.062,136.062,136.062,0.000,136.062,136.062,136.062,136.062,1,,Surface,1,,,Image 1,37,
Intensity Median,135.125,135.125,135.125,0.000,135.125,135.125,135.125,135.125,1,,Surface,1,,,Image 1,38,
Intensity Median,122.250,122.250,122.250,0.000,122.250,122.250,122.250,122.250,1,,Surface,1,,,Image 1,39,
Intensity Median,123.500,123.500,123.500,0.000,123.500,123.500,123.500,123.500,1,,Surface,1,,,Image 1,40,
Intensity Median,120.500,120.500,120.500,0.000,120.500,120.500,120.500,120.500,1,,Surface,1,,,Image 1,41,
Intensity Median,122.500,122.500,122.500,0.000,122.500,122.500,122.500,122.500,1,,Surface,1,,,Image 1,42,
Intensity Median,116.500,116.500,116.500,0.000,116.500,116.500,116.500,116.500,1,,Surface,1,,,Image 1,43,
Intensity Median,113.250,113.250,113.250,0.000,113.250,113.250,113.250,113.250,1,,Surface,1,,,Image 1,44,
Intensity Median,108.250,108.250,108.250,0.000,108.250,108.250,108.250,108.250,1,,Surface,1,,,Image 1,45,
Intensity Median,109.250,109.250,109.250,0.000,109.250,109.250,109.250,109.250,1,,Surface,1,,,Image 1,46,
Intensity Min,83.000,83.000,83.000,0.000,83.000,83.000,83.000,83.000,1,,Surface,1,,,Image 1,34,
Intensity Min,81.000,81.000,81.000,0.000,81.000,81.000,81.000,81.000,1,,Surface,1,,,Image 1,35,
Intensity Min,73.000,73.000,73.000,0.000,73.000,73.000,73.000,73.000,1,,Surface,1,,,Image 1,36,
Intensity Min,72.000,72.000,72.000,0.000,72.000,72.000,72.000,72.000,1,,Surface,1,,,Image 1,37,
Intensity Min,62.000,62.000,62.000,0.000,62.000,62.000,62.000,62.000,1,,Surface,1,,,Image 1,38,
Intensity Min,64.000,64.000,64.000,0.000,64.000,64.000,64.000,64.000,1,,Surface,1,,,Image 1,39,
Intensity Min,41.000,41.000,41.000,0.000,41.000,41.000,41.000,41.000,1,,Surface,1,,,Image 1,40,
Intensity Min,61.000,61.000,61.000,0.000,61.000,61.000,61.000,61.000,1,,Surface,1,,,Image 1,41,
Intensity Min,49.000,49.000,49.000,0.000,49.000,49.000,49.000,49.000,1,,Surface,1,,,Image 1,42,
Intensity Min,61.000,61.000,61.000,0.000,61.000,61.000,61.000,61.000,1,,Surface,1,,,Image 1,43,
Intensity Min,60.000,60.000,60.000,0.000,60.000,60.000,60.000,60.000,1,,Surface,1,,,Image 1,44,
Intensity Min,70.000,70.000,70.000,0.000,70.000,70.000,70.000,70.000,1,,Surface,1,,,Image 1,45,
Intensity Min,73.000,73.000,73.000,0.000,73.000,73.000,73.000,73.000,1,,Surface,1,,,Image 1,46,
Intensity StdDev,20.043,20.043,20.043,0.000,20.043,20.043,20.043,20.043,1,,Surface,1,,,Image 1,34,
Intensity StdDev,26.145,26.145,26.145,0.000,26.145,26.145,26.145,26.145,1,,Surface,1,,,Image 1,35,
Intensity StdDev,29.125,29.125,29.125,0.000,29.125,29.125,29.125,29.125,1,,Surface,1,,,Image 1,36,
Intensity StdDev,26.524,26.524,26.524,0.000,26.524,26.524,26.524,26.524,1,,Surface,1,,,Image 1,37,
Intensity StdDev,29.155,29.155,29.155,0.000,29.155,29.155,29.155,29.155,1,,Surface,1,,,Image 1,38,
Intensity StdDev,33.277,33.277,33.277,0.000,33.277,33.277,33.277,33.277,1,,Surface,1,,,Image 1,39,
Intensity StdDev,46.475,46.475,46.475,0.000,46.475,46.475,46.475,46.475,1,,Surface,1,,,Image 1,40,
Intensity StdDev,46.530,46.530,46.530,0.000,46.530,46.530,46.530,46.530,1,,Surface,1,,,Image 1,41,
Intensity StdDev,63.669,63.669,63.669,0.000,63.669,63.669,63.669,63.669,1,,Surface,1,,,Image 1,42,
Intensity StdDev,98.435,98.435,98.435,0.000,98.435,98.435,98.435,98.435,1,,Surface,1,,,Image 1,43,
Intensity StdDev,105.182,105.182,105.182,0.000,105.182,105.182,105.182,105.182,1,,Surface,1,,,Image 1,44,
Intensity StdDev,122.384,122.384,122.384,0.000,122.384,122.384,122.384,122.384,1,,Surface,1,,,Image 1,45,
Intensity StdDev,104.043,104.043,104.043,0.000,104.043,104.043,104.043,104.043,1,,Surface,1,,,Image 1,46,
Intensity Sum,156867.000,156867.000,156867.000,0.000,156867.000,156867.000,156867.000,156867.000,1,,Surface,1,,,Image 1,34,
Intensity Sum,692349.000,692349.000,692349.000,0.000,692349.000,692349.000,692349.000,692349.000,1,,Surface,1,,,Image 1,35,
Intensity Sum,1408838.000,1408838.000,1408838.000,0.000,1408838.000,1408838.000,1408838.000,1408838.000,1,,Surface,1,,,Image 1,36,
Intensity Sum,1690423.000,1690423.000,1690423.000,0.000,1690423.000,1690423.000,1690423.000,1690423.000,1,,Surface,1,,,Image 1,37,
Intensity Sum,2141042.000,2141042.000,2141042.000,0.000,2141042.000,2141042.000,2141042.000,2141042.000,1,,Surface,1,,,Image 1,38,
Intensity Sum,1288926.000,1288926.000,1288926.000,0.000,1288926.000,1288926.000,1288926.000,1288926.000,1,,Surface,1,,,Image 1,39,
Intensity Sum,1352175.000,1352175.000,1352175.000,0.000,1352175.000,1352175.000,1352175.000,1352175.000,1,,Surface,1,,,Image 1,40,
