
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Time,
Velocity Angle Z,53.650,53.650,53.650,0.000,53.650,53.650,53.650,53.650,1,°,Surface,,Velocity Angle,,47,
Velocity Angle Z,56.716,56.716,56.716,0.000,56.716,56.716,56.716,56.716,1,°,Surface,,Velocity Angle,,48,
Velocity Angle Z,49.977,49.977,49.977,0.000,49.977,49.977,49.977,49.977,1,°,Surface,,Velocity Angle,,49,
Velocity Angle Z,44.809,44.809,44.809,0.000,44.809,44.809,44.809,44.809,1,°,Surface,,Velocity Angle,,50,
Velocity Angle Z,50.167,50.167,50.167,0.000,50.167,50.167,50.167,50.167,1,°,Surface,,Velocity Angle,,51,
Velocity Angle Z,38.714,38.714,38.714,0.000,38.714,38.714,38.714,38.714,1,°,Surface,,Velocity Angle,,52,
Velocity Angle Z,35.362,35.362,35.362,0.000,35.362,35.362,35.362,35.362,1,°,Surface,,Velocity Angle,,53,
Volume,40.842,40.842,40.842,0.000,40.842,40.842,40.842,40.842,1,µm^3,Surface,,,,47,
Volume,55.374,55.374,55.374,0.000,55.374,55.374,55.374,55.374,1,µm^3,Surface,,,,48,
Volume,66.367,66.367,66.367,0.000,66.367,66.367,66.367,66.367,1,µm^3,Surface,,,,49,
Volume,71.287,71.287,71.287,0.000,71.287,71.287,71.287,71.287,1,µm^3,Surface,,,,50,
Volume,77.754,77.754,77.754,0.000,77.754,77.754,77.754,77.754,1,µm^3,Surface,,,,51,
Volume,65.454,65.454,65.454,0.000,65.454,65.454,65.454,65.454,1,µm^3,Surface,,,,52,
Volume,61.551,61.551,61.551,0.000,61.551,61.551,61.551,61.551,1,µm^3,Surface,,,,53,
